ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,Captcha,instr,MViolation,MViolation_Time_1,MViolation_Time_2,MViolation_Time_3,MViolation_Time_4,Conform,Conform_time_1,Conform_time_2,Conform_time_3,Conform_time_4,Malfunction,Malfunction_time_1,Malfunction_time_2,Malfunction_time_3,Malfunction_time_4,Agent_rel_1,Agent_rel_2,Agent_cause_1,Agent_cause_2,Object_Rel_1,Object_Rel_2,Object_cause_1,Object_cause_2,Control1_1_1,Control1_1_2,Control1_2_1,Control1_2_2,Control2_1_1,Control2_1_2,Control2_2_1,Control2_2_2,Control3_1_1,Control3_1_2,Control3_2_1,Control3_2_2,probability_4,morality,Sex,Age,Eth,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_7,DO-BR-FL_15,DO-BR-FL_22,DO-BL-AgentQuestions,DO-BL-ObjectQuestions,DO-Q-MViolation,DO-Q-Conform,DO-Q-Object_Rel,DO-Q-Agent_rel,LocationLatitude,LocationLongitude,LocationAccuracy
R_2Eo9IBB5xyVhLYE,Default Response Set,Anonymous,,,,0,10/7/2016 17:33,10/7/2016 17:39,1,1,1,1,,,,,,,,,,,1,0,0,55.377,0,2,2,,1,,,,,1,1,1,,1,1,1,,1,1,1,1,100,10,2,21,2,,1,,,1,,,Malfunction,Agent Questions,Agent_cause|Agent_rel,,,,,2|1,,,
R_3kk82e5Ny85x3pD,Default Response Set,Anonymous,,,,0,10/7/2016 17:36,10/7/2016 17:40,1,1,1,1,,,,,,,,,,,1,0,0,67.809,0,,,,,2,1,,1,,1,1,,1,1,1,,1,1,1,1,100,10,2,24,2,,,,,1,,,Malfunction,Object Questions,,Object_cause|Object_Rel,,,2|1,,,,
R_tWikJLNXusM8P5f,Default Response Set,Anonymous,,,,0,10/7/2016 17:26,10/7/2016 17:40,1,1,1,1,,,,,,,,,,,1,7.686,20.256,87.557,4,1,1,,1,,,,,,1,1,,1,1,1,,1,1,1,1,91,9,1,25,,,,,,,1,,Malfunction,Agent Questions,Agent_cause|Agent_rel,,,,,1|2,,,
R_24jgdj5s9ktoIiV,Default Response Set,Anonymous,,,,0,10/7/2016 17:35,10/7/2016 17:40,1,1,1,1,,,,,,1,0,0,4.092,0,,,,,,2,2,,1,,,,,1,,1,,1,,1,,1,1,,,72,10,1,32,2,,1,,,,,,Norm conforming,Agent Questions,Agent_rel|Agent_cause,,,,,1|2,,,
R_QlIsnNO6EJGH4vn,Default Response Set,Anonymous,,,,0,10/7/2016 17:38,10/7/2016 17:42,1,1,1,1,1,0,0,120.989,0,,,,,,,,,,,2,1,,1,,,,,1,,1,,1,,1,,,1,1,1,92,7,2,32,2,,,,,1,,,Moral norm violation,Agent Questions,Agent_cause|Agent_rel,,,,,2|1,,,
R_2ysloQujyAddtTS,Default Response Set,Anonymous,,,,0,10/7/2016 17:38,10/7/2016 17:42,1,1,1,1,,,,,,,,,,,1,0,0,75.588,0,1,1,,1,,,,,,1,1,,1,1,1,,1,1,1,1,98,10,1,26,2,,,,,1,,,Malfunction,Agent Questions,Agent_cause|Agent_rel,,,,,2|1,,,
R_1hRTXnqH0kMINCX,Default Response Set,Anonymous,,,,0,10/7/2016 17:40,10/7/2016 17:42,1,1,1,1,,,,,,,,,,,1,0,0,30.318,0,,,,,2,1,,1,1,1,1,,1,1,1,,1,1,1,1,,5,1,22,2,,,,,1,,,Malfunction,Object Questions,,Object_cause|Object_Rel,,,1|2,,,,
R_1BPpZ2tWwRCNIV5,Default Response Set,Anonymous,,,,0,10/7/2016 17:40,10/7/2016 17:42,1,1,1,1,,,,,,1,0,0,37.292,0,,,,,,,,,,2,2,1,1,1,,1,,1,,1,,1,,1,,70,9,2,23,1,,,,,1,,,Norm conforming,Object Questions,,Object_cause|Object_Rel,,,2|1,,,,
R_shu40NiO2cZqIeZ,Default Response Set,Anonymous,,,,0,10/7/2016 17:41,10/7/2016 17:42,1,1,1,1,1,0,0,1.386,0,,,,,,,,,,,1,2,1,,,,,,1,,,1,1,,1,,1,,,1,,5,1,27,2,,,,,1,,,Moral norm violation,Agent Questions,Agent_cause|Agent_rel,,,,,1|2,,,
R_AFg9Qhf3nKQuP73,Default Response Set,Anonymous,,,,0,10/7/2016 17:37,10/7/2016 17:42,1,1,1,1,,,,,,,,,,,1,0,0,157.335,0,1,1,1,,,,,,1,,,1,1,,1,,1,,1,,49,9,1,27,2,,,,,1,,,Malfunction,Agent Questions,Agent_cause|Agent_rel,,,,,1|2,,,
R_NVxMipRgAVO2ysh,Default Response Set,Anonymous,,,,0,10/7/2016 17:36,10/7/2016 17:43,1,1,1,1,1,0,0,123.616,0,,,,,,,,,,,1,1,,1,,,,,1,,1,,1,,1,,,1,1,1,100,6,1,23,2,,1,,,,,,Moral norm violation,Agent Questions,Agent_cause|Agent_rel,,,,,1|2,,,
R_RWdKjSKyFB3UrQZ,Default Response Set,Anonymous,,,,0,10/7/2016 17:42,10/7/2016 17:44,1,1,1,1,,,,,,,,,,,1,6.099,22.843,35.781,2,,,,,2,1,,1,,1,1,,1,1,1,,1,1,1,1,100,10,1,18,2,,1,,,,,,Malfunction,Object Questions,,Object_Rel|Object_cause,,,1|2,,,,
R_DS00JFktBVE8fWF,Default Response Set,Anonymous,,,,0,10/7/2016 17:42,10/7/2016 17:44,1,1,1,1,,,,,,1,0.802,0.802,36.303,1,,,,,,1,1,,1,,,,,1,,1,,1,,1,,1,1,1,1,94,10,1,30,2,,,,,1,,,Norm conforming,Agent Questions,Agent_cause|Agent_rel,,,,,1|2,,,
R_1hAc7pJ4eq2kmuk,Default Response Set,Anonymous,,,,0,10/7/2016 17:41,10/7/2016 17:46,1,1,1,1,,,,,,,,,,,1,0,0,81.196,0,1,2,,1,,,,,1,1,1,,,1,1,,1,1,1,1,95,7,2,36,,,,,,1,,,Malfunction,Agent Questions,Agent_rel|Agent_cause,,,,,2|1,,,
R_29gnlux0cwlXwT5,Default Response Set,Anonymous,,,,0,10/7/2016 17:42,10/7/2016 17:46,1,1,1,1,1,0,0,92.999,0,,,,,,,,,,,2,1,,1,,,,,1,,1,,1,,1,,,1,1,1,90,5,2,37,2,,,,,1,,,Moral norm violation,Agent Questions,Agent_cause|Agent_rel,,,,,1|2,,,
R_3feBnxZMwBkoxT5,Default Response Set,Anonymous,,,,0,10/7/2016 17:43,10/7/2016 17:47,1,1,1,1,,,,,,1,0,0,83.16,0,,,,,,,,,,1,1,1,,1,,1,,1,,1,,1,1,1,1,,10,2,46,2,,,,,1,,,Norm conforming,Object Questions,,Object_Rel|Object_cause,,,1|2,,,,
R_3ktPJqkUaNPp9fk,Default Response Set,Anonymous,,,,0,10/7/2016 17:45,10/7/2016 17:48,1,1,1,1,,,,,,,,,,,1,1.091,10.877,49.862,2,1,1,,1,,,,,1,,,1,1,1,1,,1,1,1,1,90,10,1,30,2,,,,,1,,,Malfunction,Agent Questions,Agent_cause|Agent_rel,,,,,2|1,,,
R_ethZUWA3C65ZJZL,Default Response Set,Anonymous,,,,0,10/7/2016 17:39,10/7/2016 17:48,1,1,1,1,1,7.281,110.142,151.151,6,,,,,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,1,,1,,7,2,61,2,,,,,1,,,Moral norm violation,Object Questions,,Object_cause|Object_Rel,,,1|2,,,,
R_3lQg4Y3SnE7h1Ob,Default Response Set,Anonymous,,,,0,10/7/2016 17:47,10/7/2016 17:49,1,1,1,1,,,,,,,,,,,1,6.939,34.02,34.815,9,1,2,1,,,,,,,1,1,,1,,1,1,1,1,1,1,80,10,1,26,1,,,,,1,,,Malfunction,Agent Questions,Agent_cause|Agent_rel,,,,,2|1,,,
R_p3lUHSvfmrnxhsZ,Default Response Set,Anonymous,,,,0,10/7/2016 17:47,10/7/2016 17:49,1,1,1,1,,,,,,1,0,0,57.808,0,,,,,,,,,,2,2,1,,1,,1,,1,,1,,1,1,1,1,38,9,2,,1,,,,,1,,,Norm conforming,Object Questions,,Object_Rel|Object_cause,,,1|2,,,,
R_1dsKQpHgqdvWCI7,Default Response Set,Anonymous,,,,0,10/7/2016 17:48,10/7/2016 17:49,1,1,1,1,,,,,,1,2.206,4.487,32.781,2,,,,,,1,1,1,1,,,,,1,,1,,1,,1,,1,1,1,1,80,9,2,27,2,,,,,1,,,Norm conforming,Agent Questions,Agent_cause|Agent_rel,,,,,2|1,,,
R_2Uhe4SEzjdOUwgW,Default Response Set,Anonymous,,,,0,10/7/2016 17:47,10/7/2016 17:50,1,1,1,1,1,6.131,11.178,15.285,2,,,,,,,,,,,2,1,1,1,,,,,,1,,1,1,,1,,,1,,1,50,7,1,25,2,,1,,1,,,,Moral norm violation,Agent Questions,Agent_rel|Agent_cause,,,,,1|2,,,
R_30nM9BTPhhsZp4N,Default Response Set,Anonymous,,,,0,10/7/2016 17:48,10/7/2016 17:51,1,1,1,1,1,0,0,46.856,0,,,,,,,,,,,,,,,1,1,1,,1,1,1,,1,1,1,,,,1,1,63,10,1,42,2,,,,,1,,,Moral norm violation,Object Questions,,Object_cause|Object_Rel,,,1|2,,,,
R_8jNLyfwj3dbXrr7,Default Response Set,Anonymous,,,,0,10/7/2016 17:47,10/7/2016 17:51,1,1,1,1,,,,,,,,,,,1,0,0,61.204,0,,,,,2,1,,1,,1,1,,1,1,1,,1,1,1,1,50,10,2,31,2,,,,,1,,,Malfunction,Object Questions,,Object_cause|Object_Rel,,,2|1,,,,
R_3j2swEUPpXoTymG,Default Response Set,Anonymous,,,,0,10/7/2016 17:48,10/7/2016 17:51,1,1,1,1,,,,,,1,0,0,77.921,0,,,,,,1,1,1,1,,,,,1,,1,,1,,1,,1,,1,,95,6,1,52,2,,,,,1,,,Norm conforming,Agent Questions,Agent_rel|Agent_cause,,,,,2|1,,,
R_5aogimcKOcaYG7T,Default Response Set,Anonymous,,,,0,10/7/2016 17:39,10/7/2016 17:52,1,1,1,1,,,,,,1,93.33,94.105,100.996,2,,,,,,,,,,1,1,1,1,1,,1,,1,,1,,1,,1,,50,7,2,53,2,,,,,1,,,Norm conforming,Object Questions,,Object_cause|Object_Rel,,,1|2,,,,
