ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,Captcha,instr,SNT,SNT_Time_1,SNT_Time_2,SNT_Time_3,SNT_Time_4,UNT,UNT_time_1,UNT_time_2,UNT_time_3,UNT_time_4,INT,INT_time_1,INT_time_2,INT_time_3,INT_time_4,DNT,DNT_time_1,DNT_time_2,DNT_time_3,DNT_time_4,Agent_rel_1,Agent_rel_2,Agent_cause_1,Agent_cause_2,Agent_cntrl1_1_1,Agent_cntrl1_1_2,Agent_cntrl1_2_1,Agent_cntrl1_2_2,Agent_cntrl2_1_1,Agent_cntrl2_1_2,Agent_cntrl2_2_1,Agent_cntrl2_2_2,Agent_estims_1,Agent_estims_2,Agent_estims_3,Action_Rel_1,Action_Rel_2,Action_Cause_1,Action_Cause_2,Action_cntrl1_1_1,Action_cntrl1_1_2,Action_cntrl1_2_1,Action_cntrl1_2_2,Action_cntrl2_1_1,Action_cntrl2_1_2,Action_cntrl2_2_1,Action_cntrl2_2_2,Action_estims_1,Action_estims_2,Action_estims_3,Object_Rel_1,Object_Rel_2,Object_cause_1,Object_cause_2,Object_cntrl1_1_1,Object_cntrl1_1_2,Object_cntrl1_2_1,Object_cntrl1_2_2,Object_cntrl2_1_1,Object_cntrl2_1_2,Object_cntrl2_2_1,Object_cntrl2_2_2,Object_estims_1,Object_estims_2,Object_estims_3,Sex,Age,Eth,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_7,DO-BR-FL_15,DO-BR-FL_22,DO-BL-Standardnormtransgression,DO-BL-Unintendednormtransgression,DO-BL-Ignorantnormtransgression,DO-BL-DeceivedNormTransgression,DO-Q-Agent_rel,DO-Q-Action_Rel,DO-Q-Object_Rel,DO-Q-SNT,DO-Q-UNT,DO-Q-INT,DO-Q-DNT,LocationLatitude,LocationLongitude,LocationAccuracy
R_3FPbssDKInHNHJa,Default Response Set,Anonymous,,,,0,9/30/2016 10:30,9/30/2016 10:34,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,33,33,33,,,,,,,,,,,,,,,,2,43,2,,,,,1,,,Unintended norm transgression,Action Questions,,UNT|UNT_time,,,,2|1,,,,,,,,
R_0GMzcAKetJmn9Vn,Default Response Set,Anonymous,,,,0,9/30/2016 10:32,9/30/2016 10:34,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,1,1,1,,1,,76,21,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,2,,,,,1,,,Standard norm transgression,Agent Questions,SNT|SNT_Time,,,,1|2,,,,,,,,,
R_3ELOinFUiENSuRW,Default Response Set,Anonymous,,,,0,9/30/2016 10:30,9/30/2016 10:34,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,2,1,,1,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,53,2,,,,,1,,,Standard norm transgression,Agent Questions,SNT|SNT_Time,,,,2|1,,,,,,,,,
R_1i9z9oAC1Iwy3N0,Default Response Set,Anonymous,,,,0,9/30/2016 10:28,9/30/2016 10:34,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,1,,,1,,1,,1,0,0,0,2,34,2,,,,,1,,,Ignorant norm transgression,Object Questions,,,INT|INT_time,,,,2|1,,,,,,,
R_2vYX2j8J72UH3Qw,Default Response Set,Anonymous,,,,0,9/30/2016 10:32,9/30/2016 10:34,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,0,1,31,2,,,,,1,,,Deceived Norm Transgression,Object Questions,,,,DNT|DNT_time,,,1|2,,,,,,,
R_1P7g9vCE2TXjFUF,Default Response Set,Anonymous,,,,0,9/30/2016 10:32,9/30/2016 10:34,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,1,2,1,,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28,2,,,,,1,,,Ignorant norm transgression,Agent Questions,,,INT|INT_time,,2|1,,,,,,,,,
R_1giFkXopmyKxdN8,Default Response Set,Anonymous,,,,0,9/30/2016 10:27,9/30/2016 10:34,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,2,40,2,,,,,1,,,Deceived Norm Transgression,Action Questions,,,,DNT|DNT_time,,1|2,,,,,,,,
R_2QR4igp6LLnXZ1p,Default Response Set,Anonymous,,,,0,9/30/2016 10:31,9/30/2016 10:35,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,0,2,42,2,,,,,1,,,Standard norm transgression,Object Questions,SNT|SNT_Time,,,,,,1|2,,,,,,,
R_6fERYRgMV1G0A01,Default Response Set,Anonymous,,,,0,9/30/2016 10:32,9/30/2016 10:35,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,35,2,,,,,1,,,Unintended norm transgression,Agent Questions,,UNT|UNT_time,,,2|1,,,,,,,,,
R_2c6nIV2ldSPXiyo,Default Response Set,Anonymous,,,,0,9/30/2016 10:33,9/30/2016 10:35,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,1,1,,1,,11,77,47,,,,,,,,,,,,,,,,1,26,2,,1,,,1,,,Deceived Norm Transgression,Action Questions,,,,DNT|DNT_time,,2|1,,,,,,,,
R_Z9kRf0xgdImuyeR,Default Response Set,Anonymous,,,,0,9/30/2016 10:31,9/30/2016 10:35,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,1,2,1,,1,,1,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25,2,,,,,1,,,Ignorant norm transgression,Agent Questions,,,INT|INT_time,,1|2,,,,,,,,,
R_Xozodvcz9zYIQEh,Default Response Set,Anonymous,,,,0,9/30/2016 10:30,9/30/2016 10:35,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,,,1,1,,1,,35,35,30,,,,,,,,,,,,,,,,2,51,2,,,,,1,,,Deceived Norm Transgression,Action Questions,,,,DNT|DNT_time,,2|1,,,,,,,,
R_1ieQKRt0ku3uqZ4,Default Response Set,Anonymous,,,,0,9/30/2016 10:31,9/30/2016 10:35,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,1,1,95,,,,,,,,,,,,,,,,1,38,2,,,,,1,,,Ignorant norm transgression,Action Questions,,,INT|INT_time,,,2|1,,,,,,,,
R_dhww8ZXnmtAyXZf,Default Response Set,Anonymous,,,,0,9/30/2016 10:33,9/30/2016 10:35,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,1,1,,1,,1,,1,,1,,57,56,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,1,,,Ignorant norm transgression,Agent Questions,,,INT|INT_time,,1|2,,,,,,,,,
R_BY4Z6q5pFy6mTCh,Default Response Set,Anonymous,,,,0,9/30/2016 10:31,9/30/2016 10:35,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,25,25,50,2,35,2,,,,,1,,,Unintended norm transgression,Object Questions,,UNT|UNT_time,,,,,2|1,,,,,,,
R_3CO7t9pYoJn83lh,Default Response Set,Anonymous,,,,0,9/30/2016 10:31,9/30/2016 10:35,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,1,23,2,,,,,1,,,Standard norm transgression,Object Questions,SNT|SNT_Time,,,,,,2|1,,,,,,,
R_2SGrDbZ6HrAJeCL,Default Response Set,Anonymous,,,,0,9/30/2016 10:30,9/30/2016 10:35,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,1,1,,1,,0,88,11,2,,2,,,,,1,,,Ignorant norm transgression,Object Questions,,,INT|INT_time,,,,1|2,,,,,,,
R_1es1Eop2JggeC1J,Default Response Set,Anonymous,,,,0,9/30/2016 10:31,9/30/2016 10:35,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,1,2,1,,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24,2,,,,,1,,,Deceived Norm Transgression,Agent Questions,,,,DNT|DNT_time,1|2,,,,,,,,,
R_1daWZd0s334amSf,Default Response Set,Anonymous,,,,0,9/30/2016 10:30,9/30/2016 10:35,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,1,23,2,,,,,1,,,Unintended norm transgression,Action Questions,,UNT|UNT_time,,,,2|1,,,,,,,,
R_1GEojZa2Hg6cteX,Default Response Set,Anonymous,,,,0,9/30/2016 10:33,9/30/2016 10:36,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,1,1,100,,,,,,,,,,,,,,,,1,,2,,,,,1,,,Ignorant norm transgression,Action Questions,,,INT|INT_time,,,1|2,,,,,,,,
R_SGD5mNvGaHbP3Bn,Default Response Set,Anonymous,,,,0,9/30/2016 10:31,9/30/2016 10:36,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,1,49,2,,,,,1,,,Standard norm transgression,Object Questions,SNT|SNT_Time,,,,,,2|1,,,,,,,
R_3OeoEXJSh3IwTb8,Default Response Set,Anonymous,,,,0,9/30/2016 10:32,9/30/2016 10:36,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,6,8,85,1,28,2,,,,,1,,,Standard norm transgression,Object Questions,SNT|SNT_Time,,,,,,2|1,,,,,,,
R_4SBjg77HeGs1VAZ,Default Response Set,Anonymous,,,,0,9/30/2016 10:31,9/30/2016 10:36,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,1,2,,1,1,,,1,1,,1,,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,1,,,,,,,1,Ignorant norm transgression,Agent Questions,,,INT|INT_time,,2|1,,,,,,,,,
R_aY8PuVcdEPHTwnD,Default Response Set,Anonymous,,,,0,9/30/2016 10:29,9/30/2016 10:36,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,1,2,1,,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25,2,,,,1,,,,Deceived Norm Transgression,Agent Questions,,,,DNT|DNT_time,2|1,,,,,,,,,
R_2v0L7ckEV3Ls1Ri,Default Response Set,Anonymous,,,,0,9/30/2016 10:27,9/30/2016 10:36,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,2,1,,,1,,,1,1,,1,,0,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23,2,,,,1,,,,Standard norm transgression,Agent Questions,SNT|SNT_Time,,,,2|1,,,,,,,,,
R_302YIcWhLWTTLNu,Default Response Set,Anonymous,,,,0,9/30/2016 10:31,9/30/2016 10:36,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,2,26,2,,,,,1,,,Unintended norm transgression,Object Questions,,UNT|UNT_time,,,,,2|1,,,,,,,
R_1etLN6HILesE3Ui,Default Response Set,Anonymous,,,,0,9/30/2016 10:32,9/30/2016 10:36,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,40,40,20,,,,,,,,,,,,,,,,1,30,2,,1,,,,,,Ignorant norm transgression,Action Questions,,,INT|INT_time,,,2|1,,,,,,,,
R_sgJdcGPocYiluZr,Default Response Set,Anonymous,,,,0,9/30/2016 10:32,9/30/2016 10:36,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,85,1,34,2,,,,,1,,,Ignorant norm transgression,Object Questions,,,INT|INT_time,,,,1|2,,,,,,,
R_T1aXVizBB5B6Nq1,Default Response Set,Anonymous,,,,0,9/30/2016 10:32,9/30/2016 10:36,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,,1,1,,1,,0,0,30,,,,,,,,,,,,,,,,2,54,1,,,,,1,,,Unintended norm transgression,Action Questions,,UNT|UNT_time,,,,1|2,,,,,,,,
R_1Edn18YU4LQrtjZ,Default Response Set,Anonymous,,,,0,9/30/2016 10:32,9/30/2016 10:36,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,2,2,1,,1,,,1,1,,1,,30,30,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,2,,,,,1,,,Unintended norm transgression,Agent Questions,,UNT|UNT_time,,,1|2,,,,,,,,,
R_2dyTMYdVR69Hvba,Default Response Set,Anonymous,,,,0,9/30/2016 10:32,9/30/2016 10:36,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,1,,,,,45,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,35,2,,,,,1,,,Standard norm transgression,Agent Questions,SNT|SNT_Time,,,,1|2,,,,,,,,,
R_3OoayP3PdM7KCAT,Default Response Set,Anonymous,,,,0,9/30/2016 10:30,9/30/2016 10:37,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,80,,,,,,,,,,,,,,,,1,26,2,,1,,,,,,Ignorant norm transgression,Action Questions,,,INT|INT_time,,,2|1,,,,,,,,
R_03cliWHhWwejOTj,Default Response Set,Anonymous,,,,0,9/30/2016 10:33,9/30/2016 10:37,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,2,31,2,,,,,1,,,Standard norm transgression,Object Questions,SNT|SNT_Time,,,,,,1|2,,,,,,,
R_sGXeyipTZXLPdPb,Default Response Set,Anonymous,,,,0,9/30/2016 10:33,9/30/2016 10:37,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,100,100,0,,,,,,,,,,,,,,,,1,37,2,,,,,1,,,Ignorant norm transgression,Action Questions,,,INT|INT_time,,,1|2,,,,,,,,
R_3HUnddhMQEYJItg,Default Response Set,Anonymous,,,,0,9/30/2016 10:36,9/30/2016 10:37,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,1,2,,1,1,,1,,1,,,1,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25,2,,,,,1,,,Deceived Norm Transgression,Agent Questions,,,,DNT|DNT_time,1|2,,,,,,,,,
R_qIztpKNTZBBUPjX,Default Response Set,Anonymous,,,,0,9/30/2016 10:34,9/30/2016 10:37,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,1,1,,1,,25,25,50,,,,,,,,,,,,,,,,2,34,2,,,,,1,,,Unintended norm transgression,Action Questions,,UNT|UNT_time,,,,1|2,,,,,,,,
R_3COUPaM82bBbIRt,Default Response Set,Anonymous,,,,0,9/30/2016 10:33,9/30/2016 10:37,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,1,1,,1,,33,33,50,,,,,,,,,,,,,,,,1,43,2,,,,,1,,,Unintended norm transgression,Action Questions,,UNT|UNT_time,,,,2|1,,,,,,,,
R_2eUQaifeN4TOJ1F,Default Response Set,Anonymous,,,,0,9/30/2016 10:34,9/30/2016 10:38,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,2,5,35,2,39,2,,,,,1,,,Deceived Norm Transgression,Object Questions,,,,DNT|DNT_time,,,1|2,,,,,,,
R_3GlgF7Zkz0TL1kL,Default Response Set,Anonymous,,,,0,9/30/2016 10:31,9/30/2016 10:38,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,1,1,,1,,2,95,65,1,29,1,,,,,1,,,Ignorant norm transgression,Object Questions,,,INT|INT_time,,,,1|2,,,,,,,
R_1ILrAdu5Nw6ESuW,Default Response Set,Anonymous,,,,0,9/30/2016 10:29,9/30/2016 10:38,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,100,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,32,2,,,,,1,,,Ignorant norm transgression,Agent Questions,,,INT|INT_time,,2|1,,,,,,,,,
R_8GlsxZPFA69jUMZ,Default Response Set,Anonymous,,,,0,9/30/2016 10:34,9/30/2016 10:38,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,1,,1,,48,49,47,2,28,2,,,,,1,,,Unintended norm transgression,Object Questions,,UNT|UNT_time,,,,,1|2,,,,,,,
R_1Hpkx17PVeAjNzL,Default Response Set,Anonymous,,,,0,9/30/2016 10:35,9/30/2016 10:38,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,1,30,2,,,,,1,,,Deceived Norm Transgression,Action Questions,,,,DNT|DNT_time,,2|1,,,,,,,,
R_2zdOH3XUu9tSdL8,Default Response Set,Anonymous,,,,0,9/30/2016 10:33,9/30/2016 10:38,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,1,,1,1,1,,1,,0,0,80,,,,,,,,,,,,,,,,1,70,2,,,,,1,,,Standard norm transgression,Action Questions,SNT|SNT_Time,,,,,1|2,,,,,,,,
R_2axlhnHzBzs2CXQ,Default Response Set,Anonymous,,,,0,9/30/2016 10:36,9/30/2016 10:38,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,1,2,1,,1,,1,,1,,1,,0,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,29,2,,,,,1,,,Ignorant norm transgression,Agent Questions,,,INT|INT_time,,2|1,,,,,,,,,
R_22xl1usShOT6OEb,Default Response Set,Anonymous,,,,0,9/30/2016 10:35,9/30/2016 10:38,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,,1,,50,0,52,1,44,2,,,,,1,,,Standard norm transgression,Object Questions,SNT|SNT_Time,,,,,,2|1,,,,,,,
R_3HYMv9uCWM5GIcm,Default Response Set,Anonymous,,,,0,9/30/2016 10:31,9/30/2016 10:38,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,1,2,1,,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60,2,,,,,1,,,Deceived Norm Transgression,Agent Questions,,,,DNT|DNT_time,1|2,,,,,,,,,
R_UxBr3oka1z2531L,Default Response Set,Anonymous,,,,0,9/30/2016 10:30,9/30/2016 10:38,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,2,1,,1,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,75,2,,,,,1,,,Ignorant norm transgression,Agent Questions,,,INT|INT_time,,1|2,,,,,,,,,
R_W10Rw4BxbKIKDAJ,Default Response Set,Anonymous,,,,0,9/30/2016 10:34,9/30/2016 10:39,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,1,1,,1,,45,94,32,,,,,,,,,,,,,,,,1,36,2,,,,,1,,,Deceived Norm Transgression,Action Questions,,,,DNT|DNT_time,,1|2,,,,,,,,
R_2dGsW3SDJ87zPKm,Default Response Set,Anonymous,,,,0,9/30/2016 10:36,9/30/2016 10:39,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,,1,,1,1,,11,31,21,2,34,2,,,,,1,,,Ignorant norm transgression,Object Questions,,,INT|INT_time,,,,2|1,,,,,,,
R_1gbwKdcVKlEfVwq,Default Response Set,Anonymous,,,,0,9/30/2016 10:35,9/30/2016 10:39,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,,,100,1,21,2,,,,,1,,,Ignorant norm transgression,Object Questions,,,INT|INT_time,,,,1|2,,,,,,,
R_2cvANzahETdlhtJ,Default Response Set,Anonymous,,,,0,9/30/2016 10:35,9/30/2016 10:39,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,1,,1,1,1,,1,,15,15,86,2,26,2,,,,,1,,,Standard norm transgression,Object Questions,SNT|SNT_Time,,,,,,1|2,,,,,,,
R_1IWTs9xy43GpxBI,Default Response Set,Anonymous,,,,0,9/30/2016 10:37,9/30/2016 10:39,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,1,1,,1,,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24,2,,,,,1,,,Standard norm transgression,Agent Questions,SNT|SNT_Time,,,,1|2,,,,,,,,,
R_24oOUsUpmX7PkSV,Default Response Set,Anonymous,,,,0,9/30/2016 10:35,9/30/2016 10:39,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,25,25,50,,,,,,,,,,,,,,,,2,25,2,,,,,1,,,Unintended norm transgression,Action Questions,,UNT|UNT_time,,,,2|1,,,,,,,,
R_8Bsm25vxfM2txuh,Default Response Set,Anonymous,,,,0,9/30/2016 10:35,9/30/2016 10:39,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,2,52,2,,,,,1,,,Deceived Norm Transgression,Action Questions,,,,DNT|DNT_time,,1|2,,,,,,,,
R_3MEbrCx7Qa8awhN,Default Response Set,Anonymous,,,,0,9/30/2016 10:34,9/30/2016 10:39,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,5,5,71,,,,,,,,,,,,,,,,2,18,2,,,,1,,,,Standard norm transgression,Action Questions,SNT|SNT_Time,,,,,2|1,,,,,,,,
R_32UQwQuszNcXPeA,Default Response Set,Anonymous,,,,0,9/30/2016 10:30,9/30/2016 10:40,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,2,,2,,,,,,,,Deceived Norm Transgression,Action Questions,,,,DNT|DNT_time,,1|2,,,,,,,,
R_2zx2jDsStAAmYXo,Default Response Set,Anonymous,,,,0,9/30/2016 10:32,9/30/2016 10:40,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,1,2,1,,1,,,1,1,,1,,5,5,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,65,2,,,,,1,,,Ignorant norm transgression,Agent Questions,,,INT|INT_time,,1|2,,,,,,,,,
R_1kZTNJcGsDk43b7,Default Response Set,Anonymous,,,,0,9/30/2016 10:36,9/30/2016 10:40,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,2,25,2,,,,,1,,,Standard norm transgression,Object Questions,SNT|SNT_Time,,,,,,2|1,,,,,,,
R_2R3de32AdmbSLw9,Default Response Set,Anonymous,,,,0,9/30/2016 10:37,9/30/2016 10:41,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,1,1,1,,1,,40,20,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29,2,,1,,,,,,Deceived Norm Transgression,Agent Questions,,,,DNT|DNT_time,1|2,,,,,,,,,
R_1diUDTPGstMukP4,Default Response Set,Anonymous,,,,0,9/30/2016 10:40,9/30/2016 10:41,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,1,,1,,1,,1,,43,47,45,1,26,1,1,,,,,,,Unintended norm transgression,Object Questions,,UNT|UNT_time,,,,,2|1,,,,,,,
R_SJZ6tMCGIi0bTt7,Default Response Set,Anonymous,,,,0,9/30/2016 10:38,9/30/2016 10:41,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,1,,,1,1,,1,,4,2,67,,,,,,,,,,,,,,,,2,56,2,,,,,1,,,Unintended norm transgression,Action Questions,,UNT|UNT_time,,,,1|2,,,,,,,,
R_1MPN7OaU9zeBxTb,Default Response Set,Anonymous,,,,0,9/30/2016 10:31,9/30/2016 10:41,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,1,2,1,,1,,,1,1,,1,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,52,2,,,,,1,,,Deceived Norm Transgression,Agent Questions,,,,DNT|DNT_time,2|1,,,,,,,,,
R_2dmvsSUlNUXIJbb,Default Response Set,Anonymous,,,,0,9/30/2016 10:35,9/30/2016 10:41,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,,,100,,,,,,,,,,,,,,,,2,59,2,,,,,1,,,Ignorant norm transgression,Action Questions,,,INT|INT_time,,,1|2,,,,,,,,
R_1Edif2FALaU6RUI,Default Response Set,Anonymous,,,,0,9/30/2016 10:39,9/30/2016 10:42,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,1,1,,1,,0,0,86,,,,,,,,,,,,,,,,1,42,2,,,,,1,,,Deceived Norm Transgression,Action Questions,,,,DNT|DNT_time,,1|2,,,,,,,,
R_3m4WtdiKiEeyGEa,Default Response Set,Anonymous,,,,0,9/30/2016 10:37,9/30/2016 10:42,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,1,23,2,,,,,1,,,Unintended norm transgression,Action Questions,,UNT|UNT_time,,,,2|1,,,,,,,,
