ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,Captcha,instr,SNT,SNT_Time_1,SNT_Time_2,SNT_Time_3,SNT_Time_4,UNT,UNT_time_1,UNT_time_2,UNT_time_3,UNT_time_4,INT,INT_time_1,INT_time_2,INT_time_3,INT_time_4,DNT,DNT_time_1,DNT_time_2,DNT_time_3,DNT_time_4,Agent_rel_1,Agent_rel_2,Agent_cause_1,Agent_cause_2,Agent_cntrl1_1_1,Agent_cntrl1_1_2,Agent_cntrl1_2_1,Agent_cntrl1_2_2,Agent_cntrl2_1_1,Agent_cntrl2_1_2,Agent_cntrl2_2_1,Agent_cntrl2_2_2,Agent_estims_1,Agent_estims_2,Agent_estims_3,Action_Rel_1,Action_Rel_2,Action_Cause_1,Action_Cause_2,Action_cntrl1_1_1,Action_cntrl1_1_2,Action_cntrl1_2_1,Action_cntrl1_2_2,Action_cntrl2_1_1,Action_cntrl2_1_2,Action_cntrl2_2_1,Action_cntrl2_2_2,Action_estims_1,Action_estims_2,Action_estims_3,Object_Rel_1,Object_Rel_2,Object_cause_1,Object_cause_2,Object_cntrl1_1_1,Object_cntrl1_1_2,Object_cntrl1_2_1,Object_cntrl1_2_2,Object_cntrl2_1_1,Object_cntrl2_1_2,Object_cntrl2_2_1,Object_cntrl2_2_2,Object_estims_1,Object_estims_2,Object_estims_3,Sex,Age,Eth,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_7,DO-BR-FL_15,DO-BR-FL_22,DO-BL-Standardnormtransgression,DO-BL-Unintendednormtransgression,DO-BL-Ignorantnormtransgression,DO-BL-DeceivedNormTransgression,DO-Q-Agent_rel,DO-Q-Action_Rel,DO-Q-Object_Rel,DO-Q-SNT,DO-Q-UNT,DO-Q-INT,DO-Q-DNT,LocationLatitude,LocationLongitude,LocationAccuracy
R_2fANW6fLu8Ztggm,Default Response Set,Anonymous,,,,0,9/30/2016 10:28,9/30/2016 10:32,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,1,,,1,1,,1,,1,2,99,,,,,,,,,,,,,,,,2,43,2,,,,,1,,,Unintended norm transgression,Action Questions,,UNT|UNT_time,,,,2|1,,,,,,,,
R_2PbyIzfsLh2NVmG,Default Response Set,Anonymous,,,,0,9/30/2016 10:29,9/30/2016 10:32,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,1,2,1,,1,,,1,1,,1,,4,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45,2,,,,,1,,,Deceived Norm Transgression,Agent Questions,,,,DNT|DNT_time,2|1,,,,,,,,,
R_1jfhjbc2yaktkt6,Default Response Set,Anonymous,,,,0,9/30/2016 10:28,9/30/2016 10:32,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,2,22,2,,,,,1,,,Ignorant norm transgression,Object Questions,,,INT|INT_time,,,,2|1,,,,,,,
R_W8nZ7sARSOW36Nj,Default Response Set,Anonymous,,,,0,9/30/2016 10:29,9/30/2016 10:32,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,1,1,98,2,36,2,,,,,1,,,Unintended norm transgression,Object Questions,,UNT|UNT_time,,,,,2|1,,,,,,,
R_1nMCaBYSEeUyWuN,Default Response Set,Anonymous,,,,0,9/30/2016 10:30,9/30/2016 10:33,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,2,1,,1,1,,,1,1,,1,,33,33,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,58,2,,,,,1,,,Ignorant norm transgression,Agent Questions,,,INT|INT_time,,2|1,,,,,,,,,
R_1eV1X2WQS6Hgd9L,Default Response Set,Anonymous,,,,0,9/30/2016 10:28,9/30/2016 10:33,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,70,25,5,,,,,,,,,,,,,,,,1,52,2,,,,,1,,,Standard norm transgression,Action Questions,SNT|SNT_Time,,,,,2|1,,,,,,,,
R_3p6m9RZVn7bN636,Default Response Set,Anonymous,,,,0,9/30/2016 10:30,9/30/2016 10:33,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,34,33,33,,,,,,,,,,,,,,,,2,26,2,,,,,1,,,Unintended norm transgression,Action Questions,,UNT|UNT_time,,,,2|1,,,,,,,,
R_1gkzd32koYIBuxc,Default Response Set,Anonymous,,,,0,9/30/2016 10:29,9/30/2016 10:33,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,100,100,0,,,,,,,,,,,,,,,,1,33,2,,,,,1,,,Deceived Norm Transgression,Action Questions,,,,DNT|DNT_time,,1|2,,,,,,,,
R_3j73GqFa0amF9PP,Default Response Set,Anonymous,,,,0,9/30/2016 10:29,9/30/2016 10:33,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,1,22,2,,,,,1,,,Ignorant norm transgression,Action Questions,,,INT|INT_time,,,1|2,,,,,,,,
R_2tzJooBM3hL49rx,Default Response Set,Anonymous,,,,0,9/30/2016 10:30,9/30/2016 10:33,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,,,1,1,,1,,1,1,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,36,2,,,,,1,,,Deceived Norm Transgression,Agent Questions,,,,DNT|DNT_time,1|2,,,,,,,,,
R_1igvNcKB1c2mmfx,Default Response Set,Anonymous,,,,0,9/30/2016 10:29,9/30/2016 10:33,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,1,44,2,,,,,1,,,Ignorant norm transgression,Object Questions,,,INT|INT_time,,,,1|2,,,,,,,
R_2qlTM5WAFb87jI2,Default Response Set,Anonymous,,,,0,9/30/2016 10:31,9/30/2016 10:33,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,2,23,2,,1,,,1,,,Deceived Norm Transgression,Object Questions,,,,DNT|DNT_time,,,1|2,,,,,,,
R_3GvL6Mv08dL2273,Default Response Set,Anonymous,,,,0,9/30/2016 10:29,9/30/2016 10:33,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,1,1,,1,,1,1,66,2,34,2,,,,,1,,,Unintended norm transgression,Object Questions,,UNT|UNT_time,,,,,2|1,,,,,,,
R_7R7jaMMcXHB4iel,Default Response Set,Anonymous,,,,0,9/30/2016 10:30,9/30/2016 10:33,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,1,1,,1,,60,10,30,,,,,,,,,,,,,,,,2,38,2,,,,,1,,,Standard norm transgression,Action Questions,SNT|SNT_Time,,,,,1|2,,,,,,,,
R_22J3dShcUTmHd8R,Default Response Set,Anonymous,,,,0,9/30/2016 10:30,9/30/2016 10:34,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,1,2,1,1,1,,,1,1,,1,,1,1,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,38,2,,,,,1,,,Ignorant norm transgression,Agent Questions,,,INT|INT_time,,1|2,,,,,,,,,
R_3I3jqRtTgsrpohY,Default Response Set,Anonymous,,,,0,9/30/2016 10:29,9/30/2016 10:34,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,57,2,,,,,1,,,Unintended norm transgression,Agent Questions,,UNT|UNT_time,,,2|1,,,,,,,,,
R_29gJdcm3y9pVffR,Default Response Set,Anonymous,,,,0,9/30/2016 10:26,9/30/2016 10:34,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,1,1,,1,,1,1,100,,,,,,,,,,,,,,,,2,61,2,,,,,1,,,Deceived Norm Transgression,Action Questions,,,,DNT|DNT_time,,2|1,,,,,,,,
R_AB7jehyXfeFbHEZ,Default Response Set,Anonymous,,,,0,9/30/2016 10:28,9/30/2016 10:34,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,2,27,2,,,,,1,,,Deceived Norm Transgression,Object Questions,,,,DNT|DNT_time,,,2|1,,,,,,,
R_2fHYPX7eUOCQWx2,Default Response Set,Anonymous,,,,0,9/30/2016 10:29,9/30/2016 10:34,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,,1,,1,0,0,100,1,61,2,,,,,1,,,Standard norm transgression,Object Questions,SNT|SNT_Time,,,,,,2|1,,,,,,,
R_3hnnEaANQJnmxgy,Default Response Set,Anonymous,,,,0,9/30/2016 10:31,9/30/2016 10:34,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,2,31,2,,,,,1,,,Deceived Norm Transgression,Action Questions,,,,DNT|DNT_time,,1|2,,,,,,,,
R_s5ToAOFqnt3BDDr,Default Response Set,Anonymous,,,,0,9/30/2016 10:29,9/30/2016 10:34,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,1,1,,1,,0,0,100,2,38,2,,,,,1,,,Standard norm transgression,Object Questions,SNT|SNT_Time,,,,,,2|1,,,,,,,
